method,problem,x0,x_final,f_final,grad_norm_final,iterations,func_calls,grad_calls,hess_calls,converged,status,experiment,n,condition_number,x_star,restarts,fallback_count,accepted_steps,final_delta,skipped_updates,memory,scipy_status,start_index,nearest_minimum,nearest_minimum_point,nearest_minimum_distance
newton_cholesky,quadratic_n10_k1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",-947.7250090308561,1.5989431846475275e-13,1,1,2,1,True,converged,quadratic_grid,10.0,1000.0,"[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",,,,,,,,,,,
newton_direction,quadratic_n10_k1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",-947.7250090308563,2.446105288005987e-13,1,3,3,1,True,converged,quadratic_grid,10.0,1000.0,"[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",,0.0,,,,,,,,,
dogleg,quadratic_n10_k1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",-947.7250090308561,1.3903609776759738e-13,2,5,3,2,True,converged,quadratic_grid,10.0,1000.0,"[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",,,2.0,2.0,,,,,,,
dfp,quadratic_n10_k1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.071436852, -0.1236263632, 0.08798395237, -0.06227438208]",-947.7250090308563,3.179021434179175e-10,17,69,35,0,True,converged,quadratic_grid,10.0,1000.0,"[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",0.0,,,,1.0,,,,,,
bfgs,quadratic_n10_k1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.587669988, 0.1049842041, -0.525725149, 1.702642783, 1.39629717, 0.3944613883, -0.07143685168, -0.1236263636, 0.08798395258, -0.06227438206]",-947.7250090308568,7.05878093152415e-08,3000,83630,6001,0,False,max_iter_reached,quadratic_grid,10.0,1000.0,"[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",0.0,,,,2985.0,,,,,,
lbfgs,quadratic_n10_k1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5876706412, 0.1049838372, -0.5257255379, 1.702643246, 1.396296657, 0.3944620023, -0.07143787937, -0.123626261, 0.08798422941, -0.06227463006]",-947.7250090308552,4.681680094110799e-06,3000,240945,6165,0,False,max_iter_reached,quadratic_grid,10.0,1000.0,"[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",0.0,,,,2920.0,10.0,,,,,
scipy_newton_cg,quadratic_n10_k1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1252.0850608061685,0,1,1,0,False,scipy_not_installed,quadratic_grid,10.0,1000.0,"[-0.5876699879, 0.104984204, -0.5257251485, 1.702642783, 1.39629717, 0.3944613878, -0.07143685201, -0.1236263632, 0.08798395236, -0.06227438208]",,,,,,,not_installed,,,,
quadratic_cg,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",-26.244433265427727,5.828076086599337e-15,1,1,2,0,True,converged,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",,,,,,,,,,,
nonlinear_cg_fr,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",-26.244433265427727,5.654500342204721e-15,1,3,2,0,True,converged,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",0.0,,,,,,,,,,
nonlinear_cg_pr,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",-26.244433265427727,5.654500342204721e-15,1,3,2,0,True,converged,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",0.0,,,,,,,,,,
newton_cholesky,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",-26.244433265427734,2.5711387621264606e-15,1,1,2,1,True,converged,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",,,,,,,,,,,
newton_direction,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",-26.244433265427727,2.255951689707003e-15,1,3,3,1,True,converged,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",,0.0,,,,,,,,,
dogleg,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",-26.24443326542773,8.577606816615773e-16,4,9,5,4,True,converged,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",,,4.0,8.0,,,,,,,
dfp,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",-26.244433265427727,5.654500342204721e-15,1,3,3,0,True,converged,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",0.0,,,,0.0,,,,,,
bfgs,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",-26.244433265427727,5.654500342204721e-15,1,3,3,0,True,converged,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",0.0,,,,0.0,,,,,,
lbfgs,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",-26.244433265427727,5.654500342204721e-15,1,3,4,0,True,converged,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",0.0,,,,0.0,10.0,,,,,
scipy_newton_cg,quadratic_n50_k1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,7.244920049997478,0,1,1,0,False,scipy_not_installed,quadratic_grid,50.0,1.0,"[-0.5664074926, -0.802138531, -0.6697443418, 1.721201893, -0.6293215622, -0.4861780844, -0.2323260414, 0.1539533234, -0.4299592529, 0.6165694879, -0.3463497731, -1.092826926, 0.6108422352, 0.9695517517, 0.0655164475, 0.1289446393, -0.3161439955, -1.228458948, 0.7875553262, 0.6032312934, 0.1478170128, -2.041463332, -0.542590565, 0.5672445612, -0.1858590695, -0.4286440397, 2.110658157, 0.8862388924, 1.950323716, -2.190511617, 1.211773768, -1.497080976, -0.2516313156, 0.230962481, -0.8439940374, -0.2914239734, 0.5185040171, 0.489483536, -0.03161533482, 1.010833864, 0.364737741, 0.3349128224, 0.4297732634, 2.386772152, -0.4217711314, -1.074582029, -1.777251991, -0.6641240518, 1.764655556, -1.55014766]",,,,,,,not_installed,,,,
quadratic_cg,quadratic_n50_k10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.5873110339, 0.3497076234, 0.9230482581, -0.5893378968, 0.4848094205, -0.5942031976, -1.200600349, -1.21030062, -1.003995098, -1.245075436, 0.312837071, -0.174904851, -0.6356041179, -2.157157521, 1.375908388, -0.7699344912, -0.8727812723, -1.396753518, 1.993639155, 0.7098577601, -0.09099540892, 1.060203192, 0.6283695522, -0.8742560916, 0.1338908522, -0.1538133857, -0.2004394824, 0.5356607801, 0.1265175214, 0.7573971076, 0.6491002828, -1.386371633, 1.603037967, 1.298849863, 0.9707577409, -1.649002842, 0.1592268028, 0.4676472423, 0.07786308995, 1.215554141, -0.3373255619, 0.09734413465, 0.6429806387, 0.2152573625, -0.2721228573, 0.1387563811, -1.876919074, 0.6929341902, 0.6453971628, -0.1419753519]",-74.00972078486943,4.262441388373838e-09,30,1,31,0,True,converged,quadratic_grid,50.0,10.0,"[0.5873110335, 0.3497076234, 0.9230482582, -0.589337897, 0.48480942, -0.5942031976, -1.200600349, -1.210300619, -1.003995098, -1.245075436, 0.312837071, -0.1749048511, -0.635604118, -2.157157521, 1.375908388, -0.7699344906, -0.872781272, -1.396753517, 1.993639155, 0.7098577604, -0.09099540901, 1.060203191, 0.6283695521, -0.8742560919, 0.1338908522, -0.1538133861, -0.200439482, 0.5356607807, 0.1265175216, 0.7573971079, 0.6491002832, -1.386371633, 1.603037967, 1.298849862, 0.9707577411, -1.649002842, 0.1592268034, 0.4676472424, 0.07786309009, 1.215554141, -0.3373255619, 0.09734413467, 0.642980639, 0.2152573622, -0.2721228575, 0.1387563812, -1.876919074, 0.6929341905, 0.6453971626, -0.1419753516]",,,,,,,,,,,
nonlinear_cg_fr,quadratic_n50_k10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.5873110341, 0.3497076232, 0.9230482586, -0.5893378972, 0.48480942, -0.5942031976, -1.200600348, -1.210300619, -1.003995098, -1.245075436, 0.3128370708, -0.1749048515, -0.6356041179, -2.157157521, 1.375908387, -0.7699344902, -0.8727812718, -1.396753517, 1.993639155, 0.7098577602, -0.09099540923, 1.060203192, 0.6283695518, -0.8742560916, 0.133890852, -0.1538133857, -0.2004394818, 0.5356607806, 0.1265175214, 0.7573971079, 0.6491002831, -1.386371633, 1.603037967, 1.298849862, 0.9707577418, -1.649002842, 0.1592268035, 0.4676472429, 0.07786309058, 1.215554142, -0.3373255622, 0.09734413441, 0.6429806385, 0.215257362, -0.2721228572, 0.1387563812, -1.876919074, 0.6929341909, 0.6453971626, -0.1419753512]",-74.00972078486949,1.8151905238368398e-08,3000,124687,3001,0,False,max_iter_reached,quadratic_grid,50.0,10.0,"[0.5873110335, 0.3497076234, 0.9230482582, -0.589337897, 0.48480942, -0.5942031976, -1.200600349, -1.210300619, -1.003995098, -1.245075436, 0.312837071, -0.1749048511, -0.635604118, -2.157157521, 1.375908388, -0.7699344906, -0.872781272, -1.396753517, 1.993639155, 0.7098577604, -0.09099540901, 1.060203191, 0.6283695521, -0.8742560919, 0.1338908522, -0.1538133861, -0.200439482, 0.5356607807, 0.1265175216, 0.7573971079, 0.6491002832, -1.386371633, 1.603037967, 1.298849862, 0.9707577411, -1.649002842, 0.1592268034, 0.4676472424, 0.07786309009, 1.215554141, -0.3373255619, 0.09734413467, 0.642980639, 0.2152573622, -0.2721228575, 0.1387563812, -1.876919074, 0.6929341905, 0.6453971626, -0.1419753516]",7.0,,,,,,,,,,
